age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,contact,month,day_of_week,poutcome,target_campaign,target_personal_loan,target_housing_loan
47.0,100.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,3,1,no,no,yes
29.0,22.0,8.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,6,2,6,0,0,3,2,1,no,yes,yes
33.0,206.0,1.0,3.0,1.0,-1.7,94.055,-39.8,0.715,4991.6,0,2,6,0,0,4,4,2,yes,no,no
56.0,97.0,1.0,3.0,2.0,-2.9,92.201,-31.4,0.883,5076.2,5,1,3,0,0,1,3,2,no,yes,yes
30.0,166.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.268,5076.2,9,2,6,0,0,4,0,1,yes,no,yes
32.0,131.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,9,1,6,0,0,1,2,1,no,yes,no
33.0,291.0,1.0,999.0,3.0,-1.1,94.601,-49.5,0.977,4963.6,7,1,5,0,0,8,1,0,no,no,no
49.0,107.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,0,1,6,1,1,no,no,no
33.0,134.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1,1,1,0,0,6,4,0,no,no,yes
58.0,1092.0,1.0,999.0,0.0,-3.4,92.649,-30.1,0.716,5017.5,6,1,6,0,0,7,4,1,no,no,no
48.0,399.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.252,5076.2,3,1,3,0,0,4,3,1,no,no,no
39.0,88.0,3.0,999.0,0.0,-1.8,93.075,-47.1,1.453,5099.1,9,1,1,0,0,0,3,1,no,no,no
53.0,27.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,2,1,0,1,6,3,1,no,no,yes
44.0,182.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,1,2,2,0,0,7,3,1,no,yes,yes
39.0,171.0,1.0,999.0,0.0,-0.1,93.798,-40.4,4.921,5195.8,9,1,5,0,1,8,2,1,yes,no,no
30.0,138.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.268,5076.2,6,1,6,0,0,4,0,1,no,no,yes
48.0,203.0,7.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,0,1,6,0,0,1,4,1,no,no,yes
51.0,81.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,9,0,3,0,0,7,1,1,no,no,yes
29.0,190.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,0,0,1,0,1,no,no,no
38.0,136.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,1,2,3,0,0,6,0,1,no,no,no
62.0,112.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.264,5099.1,5,2,6,0,0,6,1,1,no,yes,yes
30.0,93.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,9,2,5,0,0,1,2,1,no,no,yes
36.0,159.0,1.0,3.0,2.0,-2.9,92.201,-31.4,0.849,5076.2,0,2,3,0,0,1,0,2,yes,no,yes
32.0,21.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,8,2,6,0,1,6,0,1,no,no,no
56.0,322.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,10,1,2,0,0,7,0,1,no,yes,yes
39.0,58.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,0,1,3,0,0,7,1,1,no,no,yes
36.0,148.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,1,6,0,1,no,yes,no
36.0,167.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,9,1,6,0,0,1,0,1,no,no,yes
34.0,137.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,1,1,1,0,0,6,3,1,no,no,yes
21.0,362.0,1.0,999.0,0.0,-1.1,94.601,-49.5,0.982,4963.6,8,2,3,0,0,8,3,1,yes,no,no
31.0,952.0,4.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,3,0,1,4,2,1,yes,no,no
37.0,223.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0,2,5,0,0,1,3,1,no,no,no
37.0,8.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,0,1,6,3,1,no,no,yes
30.0,58.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,0,0,3,2,1,no,no,yes
47.0,147.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,0,5,0,0,3,1,1,no,no,yes
41.0,72.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,0,3,0,1,6,3,1,no,no,no
33.0,316.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,9,1,5,0,1,6,4,1,no,no,yes
57.0,190.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,9,1,5,0,0,6,1,1,no,no,yes
29.0,339.0,5.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,7,2,6,0,1,6,0,1,no,no,no
33.0,49.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.962,5228.1,0,0,6,0,0,1,2,1,no,no,no
40.0,90.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,0,5,0,0,1,0,1,no,yes,yes
27.0,81.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,0,2,2,0,0,3,3,1,no,yes,yes
41.0,106.0,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,1,6,0,1,no,no,no
28.0,329.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1,1,2,0,1,6,1,1,no,yes,no
55.0,244.0,2.0,6.0,3.0,-1.7,94.027,-38.3,0.904,4991.6,0,0,3,0,0,1,3,2,yes,no,yes
54.0,99.0,3.0,999.0,0.0,-1.1,94.601,-49.5,0.987,4963.6,6,1,6,0,0,8,2,1,no,no,no
56.0,287.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,4,0,6,0,0,7,4,1,no,no,no
40.0,118.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,9,1,3,0,0,7,4,1,no,no,yes
49.0,86.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,4,1,6,0,0,3,1,1,no,no,no
30.0,123.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,1,1,1,no,no,no
29.0,232.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,8,2,5,0,1,7,0,1,no,no,no
31.0,167.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,1,2,1,no,yes,no
30.0,166.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,0,1,3,0,0,6,4,0,no,no,no
34.0,111.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,0,6,0,0,1,1,1,no,no,yes
44.0,170.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2,0,0,0,0,3,0,1,no,no,no
32.0,457.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,9,2,6,0,0,6,0,1,no,no,no
38.0,403.0,2.0,999.0,0.0,-1.1,94.767,-50.8,1.03,4963.6,3,0,6,0,0,7,4,1,yes,no,no
37.0,48.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,6,1,6,0,0,7,0,1,no,no,yes
29.0,5.0,23.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,9,1,6,0,0,3,2,1,no,no,no
30.0,374.0,12.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,1,1,1,no,no,yes
54.0,85.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.365,5099.1,4,1,6,0,0,0,2,1,no,no,yes
43.0,393.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1,1,2,0,0,3,3,1,no,yes,yes
33.0,92.0,5.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,1,6,4,1,no,no,no
57.0,124.0,6.0,999.0,0.0,-1.1,94.767,-50.8,1.031,4963.6,5,1,5,0,0,7,2,1,no,no,yes
29.0,137.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,0,0,1,0,1,no,no,yes
48.0,268.0,1.0,3.0,3.0,-1.8,93.876,-40.0,0.668,5008.7,1,1,2,0,0,6,3,2,yes,no,yes
30.0,231.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,1,1,2,0,0,6,1,1,no,yes,yes
45.0,64.0,1.0,999.0,2.0,-3.4,92.379,-29.8,0.741,5017.5,0,1,6,0,0,9,0,0,no,no,yes
42.0,56.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,1,1,1,0,0,6,2,1,no,no,yes
31.0,96.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,2,3,0,0,3,4,1,no,no,no
58.0,9.0,1.0,999.0,0.0,-1.1,94.601,-49.5,0.953,4963.6,0,1,6,0,1,8,1,1,no,no,yes
32.0,340.0,2.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,7,1,3,0,0,0,0,1,no,yes,no
31.0,124.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,10,1,6,0,0,1,4,1,no,no,no
53.0,545.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,1,1,0,0,0,7,1,1,no,no,no
53.0,35.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,0,1,2,0,1,6,4,1,no,no,no
32.0,73.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,3,1,6,0,0,1,4,1,no,yes,yes
43.0,305.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,10,1,2,0,1,6,2,1,no,no,yes
30.0,150.0,10.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,6,1,6,0,1,3,2,1,no,no,yes
31.0,3643.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,9,1,5,0,0,3,2,1,yes,no,no
38.0,11.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,9,1,5,0,0,7,4,1,no,yes,yes
37.0,553.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,0,2,6,0,0,6,1,0,no,yes,no
50.0,73.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,9,0,5,0,0,1,1,1,no,no,no
34.0,127.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,2,3,0,0,3,4,1,no,no,no
45.0,268.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,1,1,0,0,3,0,1,no,yes,no
34.0,838.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,4,1,3,0,0,3,3,1,yes,no,yes
31.0,829.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1,0,3,0,0,6,4,0,yes,no,yes
27.0,104.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,8,2,6,0,1,6,1,1,no,no,yes
35.0,312.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,1,6,1,1,no,no,yes
50.0,146.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,1,6,0,0,3,0,1,no,no,no
53.0,313.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,4,1,6,0,0,7,3,1,no,no,yes
27.0,88.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,1,1,0,0,0,6,2,1,no,no,yes
57.0,388.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,3,1,6,0,0,3,4,1,no,no,no
49.0,565.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,3,1,5,0,1,6,2,1,no,no,no
32.0,256.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,4,1,3,0,0,7,1,1,no,yes,no
34.0,218.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,10,1,2,0,0,6,2,1,no,no,yes
25.0,199.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,6,2,6,0,1,6,4,1,no,no,no
29.0,247.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,0,2,6,0,1,4,2,1,no,no,no
39.0,183.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,3,1,0,0,0,1,2,1,no,no,no
40.0,164.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,0,0,3,0,0,6,0,1,no,no,yes
27.0,104.0,1.0,6.0,1.0,-1.8,93.369,-34.8,0.652,5008.7,7,2,6,0,0,5,1,2,yes,no,yes
55.0,156.0,1.0,999.0,0.0,-3.4,92.431,-26.9,0.728,5017.5,10,1,2,0,0,8,3,1,no,no,yes
32.0,55.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,7,1,3,0,0,1,4,1,no,no,no
54.0,103.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,1,5,0,0,1,4,1,no,no,yes
43.0,644.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,9,0,5,0,1,6,2,1,no,no,no
41.0,122.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,1,4,4,1,no,no,yes
26.0,112.0,1.0,999.0,1.0,-3.4,92.649,-30.1,0.719,5017.5,0,1,3,0,0,7,4,0,no,yes,no
52.0,203.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,9,1,5,0,0,1,4,1,no,yes,yes
44.0,96.0,2.0,4.0,1.0,-2.9,92.201,-31.4,0.879,5076.2,0,1,6,0,0,1,4,2,no,no,no
44.0,135.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,0,0,7,0,1,no,no,no
27.0,195.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,0,2,1,0,1,6,0,1,no,no,yes
28.0,771.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,4,1,6,0,1,4,4,1,yes,no,no
47.0,232.0,2.0,999.0,0.0,-2.9,92.201,-31.4,0.843,5076.2,3,1,6,0,0,1,1,1,yes,no,yes
34.0,206.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,7,1,3,0,0,3,1,1,no,no,yes
34.0,513.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1,1,2,0,1,6,1,1,no,no,yes
25.0,103.0,3.0,999.0,0.0,-2.9,92.201,-31.4,0.838,5076.2,0,2,6,0,1,1,3,1,no,no,no
31.0,150.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,9,2,5,0,0,1,3,1,no,no,yes
50.0,718.0,4.0,999.0,3.0,-1.1,94.199,-37.5,0.878,4963.6,4,1,6,0,0,9,2,0,no,no,no
22.0,106.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,0,0,3,0,1,no,no,no
34.0,107.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,9,1,5,0,0,7,4,1,no,no,yes
50.0,234.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,1,1,0,0,1,7,3,1,no,yes,yes
25.0,112.0,1.0,999.0,1.0,-2.9,92.469,-33.6,1.044,5076.2,8,2,3,0,0,3,3,0,no,no,yes
51.0,231.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,2,0,6,0,1,6,1,0,no,no,yes
59.0,646.0,3.0,6.0,1.0,-3.0,92.713,-33.0,0.7,5023.5,4,1,6,0,0,2,2,2,no,no,yes
40.0,181.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.153,5195.8,1,1,0,0,0,7,3,0,no,no,no
26.0,605.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,9,2,5,0,1,4,4,1,no,no,yes
32.0,84.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,0,1,3,0,0,6,2,1,no,no,no
33.0,1176.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.498,5099.1,4,2,6,0,0,0,4,1,yes,yes,yes
32.0,209.0,12.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,8,2,6,0,1,4,4,1,no,no,yes
31.0,984.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,9,2,6,0,0,7,1,1,yes,no,yes
38.0,693.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,1,2,0,1,4,0,1,yes,no,no
30.0,592.0,3.0,999.0,1.0,-1.7,94.027,-38.3,0.899,4991.6,8,2,3,0,0,1,3,0,yes,no,no
32.0,628.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.27,5099.1,7,1,3,0,1,6,4,1,yes,no,yes
44.0,556.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,1,1,2,0,0,6,2,1,no,no,no
35.0,673.0,8.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,2,6,0,0,3,1,1,no,no,yes
41.0,198.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,1,1,2,0,0,6,0,1,no,yes,yes
65.0,89.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.266,5076.2,3,1,0,0,0,4,1,1,no,no,no
43.0,122.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,7,0,3,0,0,3,1,1,no,no,no
40.0,80.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,1,1,5,0,0,7,1,0,no,yes,no
30.0,70.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,3,0,1,no,no,no
66.0,211.0,1.0,999.0,1.0,-1.7,94.215,-40.3,0.896,4991.6,5,0,3,0,0,3,4,0,no,no,no
44.0,20.0,1.0,999.0,0.0,-1.7,94.055,-39.8,0.72,4991.6,7,2,3,0,1,4,1,1,no,no,no
35.0,172.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,3,0,1,4,1,1,no,yes,yes
26.0,83.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,1,2,1,0,1,4,4,1,no,no,no
39.0,72.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,10,1,6,0,1,4,2,1,no,no,yes
35.0,192.0,2.0,999.0,1.0,-3.4,92.649,-30.1,0.714,5017.5,9,2,5,0,0,7,2,0,yes,no,yes
42.0,90.0,4.0,999.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,3,1,6,0,0,7,1,0,no,no,no
36.0,146.0,1.0,999.0,1.0,-3.4,92.431,-26.9,0.742,5017.5,0,2,6,0,0,8,4,0,no,no,no
46.0,195.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.264,5099.1,0,2,6,0,0,6,1,1,no,yes,no
35.0,192.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,6,1,6,0,0,3,1,1,no,no,yes
24.0,145.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,0,3,4,1,no,no,yes
50.0,204.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,9,1,6,0,0,1,1,1,no,no,yes
36.0,67.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,0,2,6,0,0,3,2,1,no,no,no
39.0,206.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.966,5228.1,9,2,5,0,1,3,2,1,no,no,no
42.0,110.0,4.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,1,1,0,0,1,4,3,1,no,no,no
31.0,35.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1,2,6,0,0,3,0,1,no,no,no
25.0,114.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,1,1,0,0,0,6,0,1,no,no,no
58.0,48.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,1,3,2,1,no,no,yes
33.0,367.0,5.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,6,1,6,0,1,6,3,1,no,no,no
49.0,55.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,0,1,0,0,7,4,1,no,no,no
52.0,119.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,7,1,6,0,1,4,1,1,no,no,no
26.0,45.0,2.0,999.0,2.0,-1.8,92.893,-46.2,1.334,5099.1,1,1,2,0,0,6,4,0,no,no,no
43.0,134.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,9,1,6,0,0,1,1,1,no,no,yes
26.0,149.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,3,1,0,0,0,3,1,1,no,no,yes
34.0,162.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.344,5099.1,1,1,1,0,0,6,3,0,no,no,yes
24.0,401.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,7,2,3,0,1,6,1,1,no,no,no
33.0,92.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,6,2,6,0,1,6,0,1,no,no,no
32.0,668.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,0,6,0,0,3,2,1,no,no,yes
26.0,342.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,2,6,0,1,3,4,1,no,no,no
56.0,88.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,5,1,0,0,1,6,4,1,no,no,no
38.0,21.0,9.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,1,1,1,0,1,6,2,1,no,no,no
37.0,136.0,1.0,999.0,0.0,-3.4,92.649,-30.1,0.716,5017.5,0,1,3,0,1,7,0,1,no,no,yes
22.0,848.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1,2,2,0,0,3,1,1,yes,yes,yes
50.0,128.0,6.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,1,1,2,0,1,4,3,1,no,no,no
34.0,606.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1,1,2,0,1,6,4,1,no,no,no
35.0,271.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,9,2,6,0,0,6,1,1,no,no,yes
25.0,95.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,1,3,0,0,3,4,1,no,no,no
39.0,93.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,1,2,0,0,0,6,2,1,no,no,no
52.0,211.0,1.0,999.0,1.0,-3.4,92.379,-29.8,0.797,5017.5,9,1,5,0,0,9,1,0,yes,yes,yes
48.0,239.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,9,1,6,0,0,1,0,1,no,no,no
30.0,178.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,9,2,5,0,0,1,4,1,no,no,yes
32.0,206.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,4,1,3,0,1,4,3,1,no,no,no
52.0,115.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,10,1,6,0,0,7,0,0,no,no,no
44.0,123.0,2.0,999.0,0.0,-3.4,92.431,-26.9,0.742,5017.5,1,2,5,0,0,8,3,1,no,no,no
29.0,254.0,3.0,3.0,1.0,-2.9,92.201,-31.4,0.873,5076.2,0,2,6,0,0,1,2,2,yes,yes,yes
41.0,85.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,0,0,1,4,1,no,no,no
26.0,305.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,9,1,3,0,1,6,0,1,no,no,yes
32.0,233.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,0,2,6,0,0,1,0,1,no,no,yes
31.0,191.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,1,3,1,no,no,yes
23.0,136.0,3.0,999.0,1.0,-1.8,92.893,-46.2,1.25,5099.1,1,2,5,0,0,6,0,0,no,no,yes
50.0,855.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,9,1,5,0,1,6,0,1,yes,no,yes
29.0,565.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,0,1,6,0,0,6,1,1,yes,no,yes
31.0,140.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.962,5228.1,0,2,6,0,0,1,2,1,no,yes,yes
48.0,248.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,3,1,0,0,0,1,1,1,no,no,no
24.0,332.0,1.0,999.0,1.0,-1.8,93.075,-47.1,1.405,5099.1,9,0,5,0,0,0,0,0,no,no,no
35.0,208.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,9,1,3,0,1,6,4,1,no,no,no
37.0,14.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,0,1,3,0,0,6,1,1,no,no,no
33.0,118.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,1,6,0,0,1,3,1,no,no,yes
58.0,164.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,4,1,6,0,0,1,1,1,no,no,no
54.0,148.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,5,1,2,0,0,3,2,1,no,no,yes
54.0,149.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,9,1,5,0,0,7,3,1,no,no,yes
39.0,71.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,9,2,5,0,0,1,1,1,no,no,no
34.0,204.0,5.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,0,1,no,no,no
30.0,72.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,2,3,0,0,1,0,1,no,no,no
59.0,77.0,8.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,5,1,5,0,1,4,3,1,no,no,yes
25.0,498.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,0,1,3,0,1,6,0,1,no,no,no
47.0,159.0,1.0,999.0,1.0,-3.4,92.379,-29.8,0.755,5017.5,0,0,3,0,0,9,3,0,no,no,yes
32.0,301.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,3,1,no,yes,no
30.0,338.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,1,1,1,0,1,4,3,1,no,no,no
24.0,197.0,1.0,999.0,0.0,-3.4,92.431,-26.9,0.724,5017.5,9,2,6,0,0,8,4,1,no,no,no
58.0,145.0,1.0,999.0,2.0,-1.1,94.199,-37.5,0.882,4963.6,2,1,3,0,0,9,1,0,no,no,no
44.0,158.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,4,1,6,0,1,6,4,1,no,no,no
36.0,28.0,2.0,999.0,0.0,-3.4,92.379,-29.8,0.819,5017.5,0,1,6,0,0,9,3,1,no,yes,yes
33.0,355.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,6,0,2,0,1,6,3,1,no,no,yes
